DATE,COST
2018-11-17,null
2018-11-18,null
2018-11-19,3008
2018-11-20,3003
2018-11-21,2995
2018-11-22,2981
2018-11-23,2966
2018-11-24,null
2018-11-25,null
2018-11-26,2966
2018-11-27,2956
2018-11-28,3004
2018-11-29,2933
2018-11-30,2916
2018-12-01,null
2018-12-02,null
2018-12-03,2873
2018-12-04,2826
2018-12-05,2796
2018-12-06,2773
2018-12-07,null
2018-12-08,null
2018-12-09,null
2018-12-10,2805
2018-12-11,2805
2018-12-12,2805
2018-12-13,2799
2018-12-14,2816
2018-12-15,null
2018-12-16,null
2018-12-17,2816
2018-12-18,2850
2018-12-19,2865
2018-12-20,2838
2018-12-21,2798
2018-12-22,null
2018-12-23,null
2018-12-24,2789
2018-12-25,null
2018-12-26,2796
2018-12-27,2796
2018-12-28,2796
2018-12-29,null
2018-12-30,null
2018-12-31,2796
2019-01-01,null
2019-01-02,2722
2019-01-03,2709
2019-01-04,2709
2019-01-05,null
2019-01-06,null
2019-01-07,2748
2019-01-08,2772
2019-01-09,2748
2019-01-10,2756
2019-01-11,2756
2019-01-12,null
2019-01-13,null
2019-01-14,2693
2019-01-15,2692
2019-01-16,2631
2019-01-17,2598
2019-01-18,2578
2019-01-19,null
2019-01-20,null
2019-01-21,2554
2019-01-22,2550
2019-01-23,2550
2019-01-24,2517
2019-01-25,2503
2019-01-26,null
2019-01-27,null
2019-01-28,2413
2019-01-29,2498
2019-01-30,2498
2019-01-31,2577
2019-02-01,2572
2019-02-02,null
2019-02-03,null
2019-02-04,null
2019-02-05,null
2019-02-06,null
2019-02-07,2665
2019-02-08,2640
2019-02-09,null
2019-02-10,null
2019-02-11,2584
2019-02-12,2584
2019-02-13,2589
2019-02-14,2508
2019-02-15,2508
2019-02-16,null
2019-02-17,null
2019-02-18,2444
2019-02-19,2429
2019-02-20,2386
2019-02-21,2367
2019-02-22,2343
2019-02-23,null
2019-02-24,null
2019-02-25,2322
2019-02-26,2322
2019-02-27,2327
2019-02-28,2304
2019-03-01,null
2019-03-02,null
2019-03-03,null
2019-03-04,2347
2019-03-05,2313
2019-03-06,2313
2019-03-07,2308
2019-03-08,2300
2019-03-09,null
2019-03-10,null
2019-03-11,2276
2019-03-12,2263
2019-03-13,2263
2019-03-14,2245
2019-03-15,2230
2019-03-16,null
2019-03-17,null
2019-03-18,2233
2019-03-19,2245
2019-03-20,2245
2019-03-21,2245
2019-03-22,2228
2019-03-23,null
2019-03-24,null
2019-03-25,2228
2019-03-26,2205
2019-03-27,2170
2019-03-28,2180
2019-03-29,2198
2019-03-30,null
2019-03-31,null
2019-04-01,2201
2019-04-02,2201
2019-04-03,2201
2019-04-04,2231
2019-04-05,2246
2019-04-06,null
2019-04-07,null
2019-04-08,2269
2019-04-09,2282
2019-04-10,2312
2019-04-11,2299
2019-04-12,2274
2019-04-13,null
2019-04-14,null
2019-04-15,2284
2019-04-16,2276
2019-04-17,2276
2019-04-18,2276
2019-04-19,2276
2019-04-20,null
2019-04-21,null
2019-04-22,2280
2019-04-23,2280
2019-04-24,2296
2019-04-25,2288
2019-04-26,2288
2019-04-27,null
2019-04-28,null
2019-04-29,2311
2019-04-30,2311
2019-05-01,null
2019-05-02,2324
2019-05-03,2316
2019-05-04,null
2019-05-05,null
2019-05-06,null
2019-05-07,2357
2019-05-08,2425
2019-05-09,2425
2019-05-10,2425
2019-05-11,null
2019-05-12,null
2019-05-13,2428
2019-05-14,2448
2019-05-15,2448
2019-05-16,2458
2019-05-17,2531
2019-05-18,null
2019-05-19,null
2019-05-20,2620
2019-05-21,2265
2019-05-22,2272
2019-05-23,2249
2019-05-24,2282
2019-05-25,null
2019-05-26,null
2019-05-27,2209
2019-05-28,2219
2019-05-29,2219
2019-05-30,2366
2019-05-31,2361
2019-06-01,null
2019-06-02,null
2019-06-03,2375
2019-06-04,2385
2019-06-05,2413
2019-06-06,null
2019-06-07,2477
2019-06-08,null
2019-06-09,null
2019-06-10,2477
2019-06-11,2477
2019-06-12,2562
2019-06-13,2651
2019-06-14,2692
2019-06-15,null
2019-06-16,null
2019-06-17,2722
2019-06-18,2774
2019-06-19,2824
2019-06-20,2891
2019-06-21,2887
2019-06-22,null
2019-06-23,null
2019-06-24,2913
2019-06-25,2901
2019-06-26,2906
2019-06-27,2924
2019-06-28,2999
2019-06-29,null
2019-06-30,null
2019-07-01,3031
2019-07-02,3038
2019-07-03,3027
2019-07-04,3077
2019-07-05,3062
2019-07-06,null
2019-07-07,null
2019-07-08,3060
2019-07-09,3056
2019-07-10,3075
2019-07-11,3090
2019-07-12,3176
2019-07-13,null
2019-07-14,null
2019-07-15,3181
2019-07-16,3209
2019-07-17,3146
2019-07-18,3205
2019-07-19,3214
2019-07-20,null
2019-07-21,null
2019-07-22,3209
2019-07-23,3238
2019-07-24,3216
2019-07-25,3275
2019-07-26,3261
2019-07-27,null
2019-07-28,null
2019-07-29,3313
2019-07-30,3334
2019-07-31,3338
2019-08-01,3312
2019-08-02,3293
2019-08-03,null
2019-08-04,null
2019-08-05,3296
2019-08-06,3301
2019-08-07,3287
2019-08-08,3391
2019-08-09,3415
2019-08-10,null
2019-08-11,null
2019-08-12,3417
2019-08-13,3444
2019-08-14,3440
2019-08-15,null
2019-08-16,3396
2019-08-17,null
2019-08-18,null
2019-08-19,3432
2019-08-20,3486
2019-08-21,3429
2019-08-22,3583
2019-08-23,3602
2019-08-24,null
2019-08-25,null
2019-08-26,3602
2019-08-27,3618
2019-08-28,3636
2019-08-29,3730
2019-08-30,3758
2019-08-31,null
2019-09-01,null
2019-09-02,3883
2019-09-03,3919
2019-09-04,4045
2019-09-05,4570
2019-09-06,4784
2019-09-07,null
2019-09-08,null
2019-09-09,5015
2019-09-10,5125
2019-09-11,5193
2019-09-12,null
2019-09-13,null
2019-09-14,null
2019-09-15,null
2019-09-16,5260
2019-09-17,5208
2019-09-18,5221
2019-09-19,5496
2019-09-20,5622
2019-09-21,null
2019-09-22,null
2019-09-23,5663
2019-09-24,6162
2019-09-25,6492
2019-09-26,6641
2019-09-27,6674
2019-09-28,null
2019-09-29,null
2019-09-30,6903
2019-10-01,7177
2019-10-02,7328
2019-10-03,null
2019-10-04,7876
2019-10-05,null
2019-10-06,null
2019-10-07,8004
2019-10-08,7437
2019-10-09,null
2019-10-10,7122
2019-10-11,6968
2019-10-12,null
2019-10-13,null
2019-10-14,6826
2019-10-15,6786
2019-10-16,6626
2019-10-17,6578
2019-10-18,6531
2019-10-19,null
2019-10-20,null
2019-10-21,6417
2019-10-22,6291
2019-10-23,6149
2019-10-24,6014
2019-10-25,5680
2019-10-26,null
2019-10-27,null
2019-10-28,5710
2019-10-29,5390
2019-10-30,5327
2019-10-31,5141
2019-11-01,5027
2019-11-02,null
2019-11-03,null
2019-11-04,5037
2019-11-05,4841
2019-11-06,4746
2019-11-07,4739
2019-11-08,4399
2019-11-09,null
2019-11-10,null
2019-11-11,4299
2019-11-12,4200
2019-11-13,4275
2019-11-14,4262
2019-11-15,4345
2019-11-16,null
2019-11-17,null
2019-11-18,4450
2019-11-19,4519
2019-11-20,4645
2019-11-21,4605
2019-11-22,4600
2019-11-23,null
2019-11-24,null
2019-11-25,4655
2019-11-26,4691
2019-11-27,4756
2019-11-28,4680
2019-11-29,4594
2019-11-30,null
2019-12-01,null
2019-12-02,4625
2019-12-03,4553
2019-12-04,4569
2019-12-05,4552
2019-12-06,null
2019-12-07,null
2019-12-08,null
2019-12-09,4651
2019-12-10,4617
2019-12-11,4650
2019-12-12,4693
2019-12-13,4680
2019-12-14,null
2019-12-15,null
2019-12-16,4656
2019-12-17,4632
2019-12-18,4616
2019-12-19,4592
2019-12-20,4616
2019-12-21,null
2019-12-22,null
2019-12-23,4589
2019-12-24,4575
2019-12-25,null
2019-12-26,4495
2019-12-27,4474
2019-12-28,null
2019-12-29,null
2019-12-30,4502
2019-12-31,4547
2020-01-01,null
2020-01-02,4584
2020-01-03,4591
2020-01-04,null
2020-01-05,null
2020-01-06,4613
2020-01-07,4627
2020-01-08,4627
2020-01-09,4629
2020-01-10,4690
2020-01-11,null
2020-01-12,null
2020-01-13,4597
2020-01-14,4592
2020-01-15,4606
2020-01-16,4584
2020-01-17,4584
2020-01-18,null
2020-01-19,null
2020-01-20,4605
2020-01-21,4629
2020-01-22,4597
2020-01-23,4597
2020-01-24,null
2020-01-25,null
2020-01-26,null
2020-01-27,null
2020-01-28,4708
2020-01-29,4580
2020-01-30,4574
2020-01-31,4550
2020-02-01,null
2020-02-02,null
2020-02-03,4468
2020-02-04,4437
2020-02-05,4435
2020-02-06,4418
2020-02-07,4418
2020-02-08,null
2020-02-09,null
2020-02-10,4379
2020-02-11,4360
2020-02-12,4360
2020-02-13,4360
2020-02-14,4336
2020-02-15,null
2020-02-16,null
2020-02-17,4336
2020-02-18,4315
2020-02-19,4339
2020-02-20,4339
2020-02-21,4356
2020-02-22,null
2020-02-23,null
2020-02-24,4381
2020-02-25,4396
2020-02-26,4296
2020-02-27,4296
2020-02-28,4296
2020-02-29,null
2020-03-01,null
2020-03-02,4376
2020-03-03,4328
2020-03-04,4311
2020-03-05,4311
2020-03-06,4326
2020-03-07,null
2020-03-08,null
2020-03-09,4340
2020-03-10,4331
2020-03-11,4331
2020-03-12,4308
2020-03-13,4308
2020-03-14,null
2020-03-15,null
2020-03-16,4325
2020-03-17,4325
2020-03-18,4325
2020-03-19,4297
2020-03-20,4292
2020-03-21,null
2020-03-22,null
2020-03-23,4292
2020-03-24,4292
2020-03-25,4292
2020-03-26,4476
2020-03-27,4476
2020-03-28,null
2020-03-29,null
2020-03-30,4459
2020-03-31,4430
2020-04-01,4458
2020-04-02,4458
2020-04-03,4430
2020-04-04,null
2020-04-05,null
2020-04-06,4439
2020-04-07,4449
2020-04-08,4449
2020-04-09,4449
2020-04-10,4449
2020-04-11,null
2020-04-12,null
2020-04-13,4421
2020-04-14,4421
2020-04-15,null
2020-04-16,4421
2020-04-17,4403
2020-04-18,null
2020-04-19,null
2020-04-20,4403
2020-04-21,4403
2020-04-22,4419
2020-04-23,4441
2020-04-24,4552
2020-04-25,null
2020-04-26,null
2020-04-27,4678
2020-04-28,4909
2020-04-29,5109
2020-04-30,null
2020-05-01,null
2020-05-02,null
2020-05-03,null
2020-05-04,5312
2020-05-05,null
2020-05-06,5605
2020-05-07,6173
2020-05-08,6411
2020-05-09,null
2020-05-10,null
2020-05-11,4952
2020-05-12,4926
2020-05-13,4729
2020-05-14,4614
2020-05-15,4198
2020-05-16,null
2020-05-17,null
2020-05-18,4324
2020-05-19,4306
2020-05-20,4349
2020-05-21,4339
2020-05-22,4415
2020-05-23,null
2020-05-24,null
2020-05-25,4346
2020-05-26,4449
2020-05-27,4497
2020-05-28,4450
2020-05-29,4667
2020-05-30,null
2020-05-31,null
2020-06-01,4770
2020-06-02,4679
2020-06-03,4565
2020-06-04,4616
2020-06-05,4438
2020-06-06,null
2020-06-07,null
2020-06-08,4268
2020-06-09,4212
2020-06-10,4134
2020-06-11,4103
2020-06-12,4144
2020-06-13,null
2020-06-14,null
2020-06-15,4281
2020-06-16,4387
2020-06-17,4325
2020-06-18,4294
2020-06-19,4339
2020-06-20,null
2020-06-21,null
2020-06-22,4240
2020-06-23,4336
2020-06-24,4362
2020-06-25,4411
2020-06-26,4460
2020-06-27,null
2020-06-28,null
2020-06-29,4442
2020-06-30,4372
2020-07-01,4329
2020-07-02,4124
2020-07-03,4083
2020-07-04,null
2020-07-05,null
2020-07-06,4104
2020-07-07,4125
2020-07-08,4159
2020-07-09,4086
2020-07-10,4086
2020-07-11,null
2020-07-12,null
2020-07-13,4238
2020-07-14,4705
2020-07-15,4714
2020-07-16,4926
2020-07-17,4988
2020-07-18,null
2020-07-19,null
2020-07-20,5093
2020-07-21,5212
2020-07-22,5354
2020-07-23,5613
2020-07-24,5901
2020-07-25,null
2020-07-26,null
2020-07-27,5774
2020-07-28,5768
2020-07-29,5626
2020-07-30,5643
2020-07-31,5708
2020-08-01,null
2020-08-02,null
2020-08-03,5771
2020-08-04,5681
2020-08-05,5753
2020-08-06,5775
2020-08-07,5831
2020-08-08,null
2020-08-09,null
2020-08-10,6216
2020-08-11,6286
2020-08-12,6534
2020-08-13,7044
2020-08-14,7032
2020-08-15,null
2020-08-16,null
2020-08-17,null
2020-08-18,7051
2020-08-19,7322
2020-08-20,7928
2020-08-21,8150
2020-08-22,null
2020-08-23,null
2020-08-24,8416
2020-08-25,9317
2020-08-26,9398
2020-08-27,9494
2020-08-28,9699
2020-08-29,null
2020-08-30,null
2020-08-31,9748
2020-09-01,9594
2020-09-02,9428
2020-09-03,9067
2020-09-04,9348
2020-09-05,null
2020-09-06,null
2020-09-07,9657
2020-09-08,9738
2020-09-09,9980
2020-09-10,10160
2020-09-11,10356
2020-09-12,null
2020-09-13,null
2020-09-14,10480
2020-09-15,10839
2020-09-16,11241
2020-09-17,11476
2020-09-18,11600
2020-09-19,null
2020-09-20,null
2020-09-21,11682
2020-09-22,11876
2020-09-23,11633
2020-09-24,11954
2020-09-25,11728
2020-09-26,null
2020-09-27,null
2020-09-28,11828
2020-09-29,11883
2020-09-30,null
2020-10-01,null
2020-10-02,null
2020-10-03,null
2020-10-04,null
2020-10-05,11657
2020-10-06,10911
2020-10-07,10689
2020-10-08,10418
2020-10-09,null
2020-10-10,null
2020-10-11,null
2020-10-12,9761
2020-10-13,8658
2020-10-14,8341
2020-10-15,7568
2020-10-16,7211
2020-10-17,null
2020-10-18,null
2020-10-19,6521
2020-10-20,5870
2020-10-21,5555
2020-10-22,5250
2020-10-23,5243
2020-10-24,null
2020-10-25,null
2020-10-26,5209
2020-10-27,4956
2020-10-28,4755
2020-10-29,4635
2020-10-30,4387
2020-10-31,null
2020-11-01,null
2020-11-02,4283
2020-11-03,4149
2020-11-04,3994
2020-11-05,3684
2020-11-06,3534
2020-11-07,null
2020-11-08,null
2020-11-09,3482
2020-11-10,3224
2020-11-11,3371
2020-11-12,3328
2020-11-13,3269
2020-11-14,null
2020-11-15,null
2020-11-16,3016
2020-11-17,3086
2020-11-18,3037
2020-11-19,2966
2020-11-20,2991
2020-11-21,null
2020-11-22,null
2020-11-23,3097
2020-11-24,3080
2020-11-25,3080
2020-11-26,3166
2020-11-27,3050
2020-11-28,null
2020-11-29,null
2020-11-30,3039
2020-12-01,2988
2020-12-02,2957
2020-12-03,3024
2020-12-04,null
2020-12-05,null
2020-12-06,null
2020-12-07,3004
2020-12-08,2908
2020-12-09,2877
2020-12-10,2958
2020-12-11,2948
2020-12-12,null
2020-12-13,null
2020-12-14,2970
2020-12-15,2928
2020-12-16,2859
2020-12-17,2807
2020-12-18,2855
2020-12-19,null
2020-12-20,null
2020-12-21,2791
2020-12-22,2778
2020-12-23,2722
2020-12-24,2740
2020-12-25,null
2020-12-26,null
2020-12-27,null
2020-12-28,2755
2020-12-29,2870
2020-12-30,2790
2020-12-31,2921
2021-01-01,null
2021-01-02,null
2021-01-03,null
2021-01-04,2936
2021-01-05,2953
2021-01-06,2968
2021-01-07,2976
2021-01-08,2982
2021-01-09,null
2021-01-10,null
2021-01-11,3019
2021-01-12,3019
2021-01-13,3000
2021-01-14,2999
2021-01-15,2999
2021-01-16,null
2021-01-17,null
2021-01-18,3007
2021-01-19,3007
2021-01-20,3025
2021-01-21,3025
2021-01-22,3054
2021-01-23,null
2021-01-24,null
2021-01-25,3065
2021-01-26,3065
2021-01-27,3057
2021-01-28,3134
2021-01-29,3246
2021-01-30,null
2021-01-31,null
2021-02-01,3300
2021-02-02,3340
2021-02-03,3401
2021-02-04,3399
2021-02-05,3518
2021-02-06,null
2021-02-07,null
2021-02-08,3610
2021-02-09,3637
2021-02-10,3668
2021-02-11,null
2021-02-12,null
2021-02-13,null
2021-02-14,null
2021-02-15,3704
2021-02-16,3704
2021-02-17,3704
2021-02-18,3756
2021-02-19,3826
2021-02-20,null
2021-02-21,null
2021-02-22,4172
2021-02-23,4331
2021-02-24,4449
2021-02-25,null
